SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1618 Chicago St,Green Bay,WI,54302,125000,2,1,Brown,720,9147,1949,22,174,,Active,,,http://www.redfin.com/WI/Green-Bay/1618-Chicago-St-54302/home/90149570,RANW,50208088,N,Y,44.49874,-87.9884626
MLS Listing,,Single Family Residential,4586 Point Comfort Ln,Green Bay,WI,54311,398500,3,2,Brown,1836,3868,1940,22,217,13,Active,,,http://www.redfin.com/WI/Green-Bay/4586-Point-Comfort-Ln-54311/home/88622752,RANW,50208113,N,Y,44.6181055,-87.8509277
MLS Listing,,Single Family Residential,2539 Glendale Ave,Green Bay,WI,54313,159900,2,1,Brown,1200,12196,1961,22,133,,Active,,,http://www.redfin.com/WI/Green-Bay/2539-Glendale-Ave-54313/home/90170986,RANW,50208094,N,Y,44.563819,-88.080975
MLS Listing,,Single Family Residential,414 S Locust St,Green Bay,WI,54303,139900,2,1.1,Brown,1579,7405,1952,22,89,,Active,,,http://www.redfin.com/WI/Green-Bay/414-S-Locust-St-54303/home/90180101,RANW,50208092,N,Y,44.5231479,-88.0550851
MLS Listing,,Single Family Residential,2625 Vicki Ln,Green Bay,WI,54311,174900,3,2,Brown,1638,10454,1981,22,107,,Active,,,http://www.redfin.com/WI/Green-Bay/2625-Vicki-Ln-54311/home/57840573,RANW,50208087,N,Y,44.4818556,-87.9518408
MLS Listing,,Single Family Residential,212 S Irwin Ave,Green Bay,WI,54301,99900,3,1,Brown,1092,4356,1903,22,91,,Active,,,http://www.redfin.com/WI/Green-Bay/212-S-Irwin-Ave-54301/home/57802677,RANW,50208070,N,Y,44.506334,-87.99914
MLS Listing,,Single Family Residential,1207 Western Ave,Green Bay,WI,54303,84900,3,1,Brown,1224,10018,1908,23,69,,Active,,,http://www.redfin.com/WI/Green-Bay/1207-Western-Ave-54303/home/90179098,RANW,50208048,N,Y,44.5206877,-88.0467197
MLS Listing,,Single Family Residential,3871 Scotchman Cir,Green Bay,WI,54311,279971,3,2,Scottland Meadows,1623,12870,2014,23,173,,Active,,,http://www.redfin.com/WI/Green-Bay/3871-Scotchman-Cir-54311/home/59975779,RANW,50208044,N,Y,44.5841163,-87.8865396
MLS Listing,,Multi-Family (2-4 Unit),1009 E Walnut St,Green Bay,WI,54301,104000,2,2,Brown,2514,6969,1874,23,41,,Active,,,http://www.redfin.com/WI/Green-Bay/1009-E-Walnut-St-54301/home/102815269,RANW,50208011,N,Y,44.5103507,-88.0041812
MLS Listing,,Single Family Residential,1218 N Danz Ave,Green Bay,WI,54302,129000,2,1,Brown,952,10454,1953,23,136,,Active,August-25-2019 12:00 PM,August-25-2019 01:00 PM,http://www.redfin.com/WI/Green-Bay/1218-N-Danz-Ave-54302/home/90178150,RANW,50207975,N,Y,44.5182827,-87.9672327
MLS Listing,,Single Family Residential,1414 E Mason St,Green Bay,WI,54301,124900,4,2,Brown,1736,12196,1926,23,72,,Active,,,http://www.redfin.com/WI/Green-Bay/1414-E-Mason-St-54301/home/90146918,RANW,50208002,N,Y,44.5001349,-87.9987511
MLS Listing,,Single Family Residential,2427 Hwy U,Green Bay,WI,54313,258900,4,2,Brown,1904,73616,1978,23,136,,Active,August-25-2019 12:30 PM,August-25-2019 02:00 PM,http://www.redfin.com/WI/Green-Bay/2427-County-Rd-U-54313/home/90163666,RANW,50207999,N,Y,44.605228,-88.1905328
MLS Listing,,Single Family Residential,2460 Deerpath Dr,Green Bay,WI,54302,349900,5,3.1,Brown,4112,28314,1991,23,85,,Active,August-25-2019 12:15 PM,August-25-2019 01:15 PM,http://www.redfin.com/WI/Green-Bay/2460-Deerpath-Dr-54302/home/90151888,RANW,50207985,N,Y,44.4957155,-87.9600134
MLS Listing,,Multi-Family (2-4 Unit),2073 Marlee Ln,Green Bay,WI,54304,194900,4,2,Brown,1896,9583,1965,24,103,,Active,,,http://www.redfin.com/WI/Green-Bay/2073-Marlee-Ln-54304/home/90167471,RANW,50207951,N,Y,44.5013031,-88.0757271
MLS Listing,,Single Family Residential,1529 Smith St,Green Bay,WI,54902,119900,3,1,Pigeon,1288,6098,1938,24,93,,Active,,,http://www.redfin.com/WI/Green-Bay/1529-Smith-St-54302/home/90147976,RANW,50207954,N,Y,44.515557,-87.9841782
MLS Listing,,Condo/Co-op,2135 Royal Crest Cir #1,Green Bay,WI,54311,229900,2,2,Brown,1392,,2018,24,165,95,Active,,,http://www.redfin.com/WI/Bellevue/2135-Royal-Crest-Cir-54311/unit-1/home/160602945,RANW,50207946,N,Y,44.4771298,-87.9735325
MLS Listing,,Single Family Residential,2542 Mary Jo Dr,Green Bay,WI,54311,187500,3,1,Brown,1785,10018,1976,24,105,,Active,August-25-2019 12:30 PM,August-25-2019 01:30 PM,http://www.redfin.com/WI/Green-Bay/2542-Mary-Jo-Dr-54311/home/102823325,RANW,50207929,N,Y,44.4819267,-87.955822
MLS Listing,,Single Family Residential,644 Sunset Ridge Rdg,Green Bay,WI,54313,487900,4,3.1,Meachams Crest,2824,18295,2019,24,173,,Active,,,http://www.redfin.com/WI/Howard/Sunset-Rdg-54313/home/112961568,RANW,50207926,N,Y,44.559258,-88.113932
MLS Listing,,Single Family Residential,1068 Shawano Ave,Green Bay,WI,54303,72900,2,1,Brown,1340,4356,1900,24,54,,Active,,,http://www.redfin.com/WI/Green-Bay/1068-Shawano-Ave-54303/home/57681095,RANW,50207931,N,Y,44.5225999,-88.0380472
MLS Listing,,Multi-Family (2-4 Unit),2573 Sun Ter,Green Bay,WI,54311,264900,6,4,Meadowlark Village,2928,10497,1988,24,90,,Active,,,http://www.redfin.com/WI/Green-Bay/2573-Sun-Ter-54311/home/90150885,RANW,50207904,N,Y,44.4869829,-87.9543681
MLS Listing,,Single Family Residential,120 St Francis Dr,Green Bay,WI,54301,274900,3,2.1,Brown,2995,14715,1956,24,92,,Active,,,http://www.redfin.com/WI/Green-Bay/120-St-Francis-Dr-54301/home/102825447,RANW,50207918,N,Y,44.461654,-88.038561
MLS Listing,,Single Family Residential,1620 Van Rd,Green Bay,WI,54311,269900,3,2.1,Brown,1895,12196,2004,24,142,,Active,,,http://www.redfin.com/WI/Green-Bay/1620-Van-Rd-54311/home/57793905,RANW,50207901,N,Y,44.4545839,-88.002932
MLS Listing,,Single Family Residential,605 Summer Winds Dr,Green Bay,WI,54311,219900,4,3,Brown,2990,10018,1999,24,74,,Active,,,http://www.redfin.com/WI/Green-Bay/605-Summer-Winds-Dr-54311/home/57687192,RANW,50207902,N,Y,44.4897079,-87.9288459
MLS Listing,,Single Family Residential,4551 Cimarron Ln,Green Bay,WI,54313,349900,4,3,Brown,2774,99752,1985,24,126,,Active,,,http://www.redfin.com/WI/Green-Bay/Unknown-54313/home/90164445,METROMLS,1651122,N,Y,44.664855,-88.135467
MLS Listing,,Single Family Residential,3600 Stockbury St,Green Bay,WI,54313,314800,3,2,Brown,2408,17424,2012,24,131,,Active,,,http://www.redfin.com/WI/Green-Bay/3600-Stockbury-St-54313/home/57807223,RANW,50207888,N,Y,44.568643,-88.122851
MLS Listing,,Single Family Residential,2655 He Nis Ra Ln,Green Bay,WI,54304,149900,3,1.1,Brown,1868,12196,1977,25,80,,Active,,,http://www.redfin.com/WI/Green-Bay/2655-He-Nis-Ra-Ln-54304/home/90153707,RANW,50207877,N,Y,44.5149221,-88.1021152
MLS Listing,,Single Family Residential,180 Gwynn St,Allouez,WI,54301,193900,4,2,Brown,2204,9772,1967,25,88,,Active,,,http://www.redfin.com/WI/Green-Bay/180-Gwynn-St-54301/home/90156695,RANW,50207848,N,Y,44.453954,-88.037388
MLS Listing,,Single Family Residential,2501 Silver Cliff Trl,Green Bay,WI,54313,219900,3,1.1,Brown,1875,17206,1995,25,117,,Active,August-25-2019 12:00 PM,August-25-2019 01:00 PM,http://www.redfin.com/WI/Green-Bay/2501-Silver-Cliff-Trl-54313/home/57630023,RANW,50207816,N,Y,44.581122,-88.080694
MLS Listing,,Single Family Residential,2168 Daly Dr,Green Bay,WI,54311,229900,3,2,Brown,1568,18295,2003,25,147,,Active,,,http://www.redfin.com/WI/Green-Bay/2168-Daly-Dr-54311/home/57780450,RANW,50207833,N,Y,44.453787,-87.974936
MLS Listing,,Single Family Residential,1106 Redwood Dr,Green Bay,WI,54304,144900,3,2,Brown,1701,6534,1950,25,85,,Active,,,http://www.redfin.com/WI/Green-Bay/1106-Redwood-Dr-54304/home/90176927,RANW,50207828,N,Y,44.5126239,-88.0485534
MLS Listing,,Single Family Residential,811 Edgewood Dr,Green Bay,WI,54311,174900,3,1.1,Brown,1724,8712,1975,25,101,,Active,,,http://www.redfin.com/WI/Green-Bay/811-Edgewood-Dr-54311/home/57819235,RANW,50207815,N,Y,44.4861041,-87.9577934
MLS Listing,,Single Family Residential,730 S Irwin Ave,Green Bay,WI,54301,132900,3,2,Astor Park,1404,6360,1918,28,95,,Active,,,http://www.redfin.com/WI/Green-Bay/730-S-Irwin-Ave-54301/home/57630261,RANW,50207774,N,Y,44.4994507,-88.0038371
MLS Listing,,Single Family Residential,346 Skyline Blvd,Green Bay,WI,54302,142900,3,1.1,Brown,1308,8712,1958,28,109,,Active,,,http://www.redfin.com/WI/Green-Bay/346-Skyline-Blvd-54302/home/90149687,RANW,50207768,N,Y,44.4972039,-87.9691987
MLS Listing,,Vacant Land,1861 Guns St,Green Bay,WI,54311,44900,,,Brown,,31363,,28,,,Active,,,http://www.redfin.com/WI/Bellevue/1861-Guns-St-54311/home/90184485,RANW,50207749,N,Y,44.46714,-87.975442
MLS Listing,,Vacant Land,Harvest Rd,Green Bay,WI,54302,59900,,,Brown,,13995,,28,,,Active,,,http://www.redfin.com/WI/Green-Bay/Harvest-Rd-54302/home/57873296,RANW,50207761,N,Y,44.5053,-87.9758
MLS Listing,,Single Family Residential,927 N Broadway St,Green Bay,WI,54303,184000,3,1,Brown,1343,6333,2019,28,137,,Active,,,http://www.redfin.com/WI/Green-Bay/927-N-Broadway-54303/home/57855301,RANW,50207748,N,Y,44.5268396,-88.0150777
MLS Listing,,Single Family Residential,216 N Clay St,Green Bay,WI,54301,54900,5,2,Brown,1389,5662,1923,28,40,,Active,,,http://www.redfin.com/WI/Green-Bay/216-N-Clay-St-54301/home/90146266,RANW,50207563,N,Y,44.5112695,-88.0020016
MLS Listing,,Single Family Residential,125 E Allouez Ave,Green Bay,WI,54301,109900,3,2,Brown,1927,6534,1936,28,57,,Active,,,http://www.redfin.com/WI/Green-Bay/125-E-Allouez-Ave-54301/home/90156945,RANW,50207736,N,Y,44.480188,-88.023407
MLS Listing,,Single Family Residential,1675 Ranchland Dr,Green Bay,WI,54304,184900,4,2,Brown,2204,8276,1961,28,84,,Active,,,http://www.redfin.com/WI/Green-Bay/1675-Ranchland-Dr-54304/home/90180342,RANW,50207732,N,Y,44.5167748,-88.0748101
MLS Listing,,Single Family Residential,1499 Sherwood Dr,Green Bay,WI,54313,184900,4,1.1,Sherwood Glen,1816,9720,1967,28,102,,Active,,,http://www.redfin.com/WI/Green-Bay/1499-Sherwood-Dr-54313/home/90169245,RANW,50207724,N,Y,44.4994,-88.091812
MLS Listing,,Single Family Residential,711 Vanguard Way,Green Bay,WI,54313,299900,4,3,Brown,3012,16117,2014,28,100,,Active,,,http://www.redfin.com/WI/Green-Bay/711-Vanguard-Way-54313/home/57837129,RANW,50207719,N,Y,44.5591519,-88.1010851
MLS Listing,,Single Family Residential,4418 Nicolet Dr,Green Bay,WI,54311,249900,2,2,Brown,1776,28749,1982,28,141,,Active,,,http://www.redfin.com/WI/Green-Bay/4418-Nicolet-Dr-54311/home/90164754,RANW,50207705,N,Y,44.6041613,-87.8740393
MLS Listing,,Multi-Family (2-4 Unit),860 Edgewood Dr,Green Bay,WI,54311,215000,6,2.5,Brown,2385,9583,1979,28,90,,Active,,,http://www.redfin.com/WI/Green-Bay/860-Edgewood-Dr-54311/home/57848903,RANW,50207706,N,Y,44.484654,-87.958452
MLS Listing,,Single Family Residential,1365 Lindale Ln,Green Bay,WI,54313,239900,3,2.1,Brown,2202,9583,1985,28,109,,Active,August-25-2019 11:00 AM,August-25-2019 12:00 PM,http://www.redfin.com/WI/Green-Bay/1365-Lindale-Ln-54313/home/90169813,RANW,50207700,N,Y,44.494204,-88.087941
MLS Listing,,Vacant Land,420 Menlo Park Rd,Green Bay,WI,54302,29900,,,Brown,,10497,,28,,,Active,,,http://www.redfin.com/WI/Green-Bay/420-Menlo-Park-Rd-54302/home/102823309,RANW,50207701,N,Y,44.494679,-87.9514388
MLS Listing,,Condo/Co-op,2455 Remington Rd #4,Green Bay,WI,54302,279900,3,2,Brown,2130,,2006,29,131,185,Active,,,http://www.redfin.com/WI/Green-Bay/2455-Remington-Rd-54302/unit-4/home/90191539,RANW,50207684,N,Y,44.5064309,-87.9618671
MLS Listing,,Single Family Residential,3558 Blackwolf Run Run,Green Bay,WI,54311,419900,5,3.1,Brown,3440,12196,2008,29,122,,Active,,,http://www.redfin.com/WI/Green-Bay/3558-Blackwolf-Run-54311/home/57729654,RANW,50207683,N,Y,44.5466681,-87.9038463
MLS Listing,,Single Family Residential,1575 Van Rd,Green Bay,WI,54311,278500,3,2,Van Rites,1852,16069,1997,29,150,,Active,,,http://www.redfin.com/WI/Green-Bay/1575-Van-Rd-54311/home/90184670,RANW,50207681,N,Y,44.455862,-88.004845
MLS Listing,,Single Family Residential,800 N Locust St,Green Bay,WI,54303,134900,3,1,Brown,1540,8276,1962,29,88,,Active,,,http://www.redfin.com/WI/Green-Bay/800-N-Locust-St-54303/home/57632545,RANW,50207600,N,Y,44.5356462,-88.0459175
MLS Listing,,Single Family Residential,838 Phasianus St,Green Bay,WI,54311,129900,2,1.1,Brown,1456,4791,1980,29,89,,Active,,,http://www.redfin.com/WI/Green-Bay/838-Phasianus-St-54311/home/57854782,RANW,50207670,N,Y,44.485391,-87.959657
MLS Listing,,Single Family Residential,820 Ontonagon Ct,Green Bay,WI,54301,329900,4,3.1,Brown,3574,18295,1994,29,92,,Active,,,http://www.redfin.com/WI/Green-Bay/820-Ontonagon-Ct-54301/home/57805983,RANW,50207620,N,Y,44.448772,-88.026661
MLS Listing,,Single Family Residential,3001 Linck Ct,Green Bay,WI,54301,165000,4,2,Brown,1956,8712,1953,29,84,,Active,,,http://www.redfin.com/WI/Green-Bay/3001-Linck-Ct-54301/home/57646616,RANW,50207648,N,Y,44.469505,-88.0405509
MLS Listing,,Single Family Residential,1030 Cornelius Dr,Green Bay,WI,54311,169900,3,2.1,Schmitt Park,1990,13622,1973,29,85,,Active,,,http://www.redfin.com/WI/Green-Bay/1030-Cornelius-Dr-54311/home/57632157,RANW,50207650,N,Y,44.5167056,-87.9319866
MLS Listing,,Single Family Residential,610 E Mission Rd,Green Bay,WI,54301,164900,3,1.1,Brown,1307,8712,1955,29,126,,Active,,,http://www.redfin.com/WI/Green-Bay/610-E-Mission-Rd-54301/home/57816157,RANW,50207644,N,Y,44.474385,-88.01588
MLS Listing,,Condo/Co-op,1016 Moraine Way #1,Green Bay,WI,54303,109900,2,1.1,Brown,1180,,1979,29,93,145,Active,,,http://www.redfin.com/WI/Green-Bay/1016-Moraine-Way-54303/unit-1/home/57851029,RANW,50207661,N,Y,44.5390495,-88.048882
MLS Listing,,Single Family Residential,572 Masters Ln,Green Bay,WI,54311,194900,4,2,Brown,2095,10890,1977,29,93,,Active,,,http://www.redfin.com/WI/Green-Bay/572-Masters-Ln-54311/home/102823319,RANW,50207640,N,Y,44.5116836,-87.9259156
MLS Listing,,Single Family Residential,840 Phasianus St,Green Bay,WI,54311,134900,2,1.1,Brown,1456,4791,1980,29,93,,Active,,,http://www.redfin.com/WI/Green-Bay/840-Phasianus-St-54311/home/90151348,RANW,50207608,N,Y,44.48528,-87.959657
MLS Listing,,Single Family Residential,320 Tower View Dr,Green Bay,WI,54301,184900,4,2.1,Brown,2600,12632,1962,29,71,,Active,,,http://www.redfin.com/WI/Green-Bay/320-Tower-View-Dr-54301/home/90156351,RANW,50207631,N,Y,44.469935,-88.025373
MLS Listing,,Single Family Residential,1139 Mather St,Green Bay,WI,54303,129900,4,1,Brown,1248,10327,1954,29,104,,Active,,,http://www.redfin.com/WI/Green-Bay/1139-Mather-St-54303/home/57839163,RANW,50207585,N,Y,44.5307327,-88.0360603
MLS Listing,,Single Family Residential,3320 Michael Ct,Green Bay,WI,54301,348000,4,2.1,Brown,3396,17424,1958,29,102,,Active,,,http://www.redfin.com/WI/Green-Bay/3320-Michael-Ct-54301/home/57682075,RANW,50207621,N,Y,44.461329,-88.033675
MLS Listing,,Vacant Land,Algoma Rd,Green Bay,WI,54311,59900,,,Shade Tree Settlement,,31997,,30,,,Active,,,http://www.redfin.com/WI/Bellevue/Algoma-Rd-54311/home/90165103,RANW,50207583,N,Y,44.538365,-87.905254
MLS Listing,,Single Family Residential,600 Country Club Rd,Green Bay,WI,54313,214900,3,2.1,Brown,1918,12600,1980,30,112,,Active,,,http://www.redfin.com/WI/Green-Bay/600-Country-Club-Rd-54313/home/57752653,RANW,50207588,N,Y,44.5291235,-88.1098788
MLS Listing,,Single Family Residential,1704 Farlin Ave,Green Bay,WI,54302,118000,3,1,Brown,1100,8276,1956,30,107,,Active,August-25-2019 12:00 PM,August-25-2019 01:00 PM,http://www.redfin.com/WI/Green-Bay/1704-Farlin-Ave-54302/home/57688766,RANW,50207576,N,Y,44.5142616,-87.9799904
MLS Listing,,Single Family Residential,3562 Golf Dr,Green Bay,WI,54311,274900,4,3,Brown,3170,88426,1976,30,87,,Active,,,http://www.redfin.com/WI/Green-Bay/3562-Golf-Dr-54311/home/90148797,RANW,50207548,N,Y,44.4885229,-87.9041721
MLS Listing,,Single Family Residential,976 Duchateau Ln,Green Bay,WI,54304,174900,4,3,Brown,2509,10454,1965,30,70,,Active,,,http://www.redfin.com/WI/Green-Bay/976-Duchateau-Ave-54304/home/90167860,RANW,50207544,N,Y,44.496652,-88.065758
MLS Listing,,Single Family Residential,1003 13th Ave,Green Bay,WI,54304,144900,4,1,Brown,1590,8712,1945,30,91,,Active,,,http://www.redfin.com/WI/Green-Bay/1003-13th-Ave-54304/home/90177871,RANW,50207537,N,Y,44.5109876,-88.038926
MLS Listing,,Vacant Land,2654 Klondike Rd,Green Bay,WI,54311,879900,,,Brown,,1443578,,30,,,Active,,,http://www.redfin.com/WI/Green-Bay/2654-Klondike-Rd-54311/home/90183269,RANW,50207530,N,Y,44.449865,-87.950484
MLS Listing,,Single Family Residential,340 Windward Rd,Green Bay,WI,54302,214900,4,2.1,Edison Park,2388,11761,1980,31,90,,Active,,,http://www.redfin.com/WI/Green-Bay/340-Windward-Rd-54302/home/90150861,RANW,50207524,N,Y,44.4972102,-87.9437623
MLS Listing,,Single Family Residential,230 Huth St,Green Bay,WI,54302,159900,3,2,Brown,1860,11931,1964,31,86,,Active,,,http://www.redfin.com/WI/Green-Bay/230-Huth-St-54302/home/57686100,RANW,50207495,N,Y,44.4997308,-87.974709
MLS Listing,,Single Family Residential,2805 Velvet Leaf Dr,Green Bay,WI,54313,284900,4,3.1,Brown,3233,16117,1993,31,88,,Active,,,http://www.redfin.com/WI/Green-Bay/2805-Velvet-Leaf-Dr-54313/home/90154712,RANW,50207488,N,Y,44.5079476,-88.1098597
MLS Listing,,Single Family Residential,513 Oaklawn Ave,Ashwaubenon,WI,54304,119900,2,1,Brown,816,6098,1950,31,147,,Active,,,http://www.redfin.com/WI/Green-Bay/513-Oaklawn-Ave-54304/home/102827778,RANW,50207485,N,Y,44.490366,-88.045297
MLS Listing,,Single Family Residential,2782 Dewey Decker Dr,Green Bay,WI,54313,269900,3,3,Meacham's Riverview,2311,12196,1993,31,117,,Active,,,http://www.redfin.com/WI/Green-Bay/2782-Dewey-Decker-Dr-54313/home/90172870,RANW,50207481,N,Y,44.551505,-88.0916529
MLS Listing,,Single Family Residential,220 N Danz Ave,Green Bay,WI,54302,129900,4,2,Brown,1764,7865,1964,31,74,,Active,,,http://www.redfin.com/WI/Green-Bay/220-N-Danz-Ave-54302/home/90149589,RANW,50207478,N,Y,44.5046291,-87.9676106
MLS Listing,,Single Family Residential,1841 Juniper Dr,Green Bay,WI,54302,169900,3,1,Brown,1296,10018,1973,31,131,,Active,,,http://www.redfin.com/WI/Green-Bay/1841-Juniper-Dr-54302/home/90150011,RANW,50207467,N,Y,44.4862589,-87.9821124
MLS Listing,,Single Family Residential,1306 Garland St,Green Bay,WI,54301,124900,3,1,Brown,1947,8712,1956,31,64,,Active,,,http://www.redfin.com/WI/Green-Bay/1306-Garland-St-54301/home/57735125,RANW,50207438,N,Y,44.490797,-88.008871
MLS Listing,,Single Family Residential,1354 Coral Reef Ln,Howard,WI,54313,309900,3,2,Brown,1623,12435,2019,31,191,,Active,,,http://www.redfin.com/WI/Green-Bay/1354-Coral-Reef-LN-54313/home/160608661,RANW,50207453,N,Y,44.57808575,-88.12738409
MLS Listing,,Multi-Family (2-4 Unit),1430 Cardinal Ln,Green Bay,WI,54313,279900,6,4,Brown,3042,16988,1995,31,92,,Active,,,http://www.redfin.com/WI/Green-Bay/1430-Cardinal-Ln-54313/home/90188015,RANW,50207498,N,Y,44.5798493,-88.0841046
MLS Listing,,Multi-Family (2-4 Unit),1850 Oakdale Ave,Greenwood,WI,54302,159900,4,2,Brown,1680,13300,1983,31,95,,Active,,,http://www.redfin.com/WI/Green-Bay/1850-Oakdale-Ave-54302/home/102822545,RANW,50207477,N,Y,44.4975857,-87.9762796
MLS Listing,,Single Family Residential,966 Waverly Pl,Green Bay,WI,54304,94900,3,1,Brown,1309,6969,1952,32,72,,Active,,,http://www.redfin.com/WI/Green-Bay/966-Waverly-Pl-54304/home/90176359,RANW,50207469,N,Y,44.503264,-88.0456883
MLS Listing,,Vacant Land,Concerto Ln,Green Bay,WI,54311,49900,,,Lake Largo,,16117,,32,,,Active,,,http://www.redfin.com/WI/Green-Bay/Concerto-Ln-54311/home/90178361,RANW,50207415,N,Y,44.521298,-87.910578
MLS Listing,,Single Family Residential,2639 Hillside Heights Dr,Green Bay,WI,54311,279900,4,3.1,Brown,3363,14746,1990,32,83,,Active,,,http://www.redfin.com/WI/Green-Bay/2639-Hillside-Heights-Dr-54311/home/90184463,RANW,50207440,N,Y,44.454468,-87.950951
MLS Listing,,Single Family Residential,1306 Coral Reef Ln,Howard,WI,54313,308900,3,2,Brown,1599,13626,2019,32,193,,Active,,,http://www.redfin.com/WI/Green-Bay/1306-Coral-Reef-LN-54313/home/160608558,RANW,50207460,N,Y,44.57648133,-88.1275574
MLS Listing,,Single Family Residential,1024 Goodell St,Green Bay,WI,54301,80000,3,1,Brown,938,5662,1940,32,85,,Active,,,http://www.redfin.com/WI/Green-Bay/1024-Goodell-St-54301/home/57829722,RANW,50207432,N,Y,44.4935504,-88.001122
MLS Listing,,Single Family Residential,910 Barronwood Dr,Green Bay,WI,54311,229900,3,2,Brown,1610,10454,2009,32,143,,Active,,,http://www.redfin.com/WI/Green-Bay/910-Barronwood-Dr-54311/home/57739775,RANW,50207421,N,Y,44.5152617,-87.9051685
MLS Listing,,Single Family Residential,1154 Orlando Dr,Ashwaubenon,WI,54304,210000,4,1.1,Brown,2298,16117,1967,32,91,,Active,,,http://www.redfin.com/WI/Green-Bay/1154-Orlando-Dr-54304/home/57780002,RANW,50207385,N,Y,44.49496,-88.076265
MLS Listing,,Single Family Residential,830 Howard St,Green Bay,WI,54303,68800,4,1.1,Brown,1288,5227,1902,32,53,,Active,,,http://www.redfin.com/WI/Green-Bay/830-Howard-St-54303/home/57680785,RANW,50207402,N,Y,44.5175076,-88.0286086
MLS Listing,,Single Family Residential,1875 Harold St,Green Bay,WI,54302,139900,3,1,Brown,1567,6518,1956,32,89,,Active,,,http://www.redfin.com/WI/Green-Bay/1875-Harold-St-54302/home/57765639,RANW,50207389,N,Y,44.5163892,-87.9750342
MLS Listing,,Single Family Residential,1222 Shawano Ave,Green Bay,WI,54330,149900,3,1.1,Brown,1800,8824,1939,32,83,,Active,,,http://www.redfin.com/WI/Green-Bay/1222-Shawano-Ave-54303/home/57821438,RANW,50207396,N,Y,44.524973,-88.04455
MLS Listing,,Single Family Residential,1765 Debra Ln,Green Bay,WI,54302,170000,4,1.1,Brown,1985,9583,1958,32,86,,Active,August-24-2019 11:30 AM,August-24-2019 01:00 PM,http://www.redfin.com/WI/Green-Bay/1765-Debra-Ln-54302/home/90152480,RANW,50207398,N,Y,44.4858135,-87.9860909
MLS Listing,,Single Family Residential,2675 Good Shepherd Ln,Green Bay,WI,54313,529900,4,5,Brown,6529,36590,1990,35,81,,Active,,,http://www.redfin.com/WI/Green-Bay/2675-Good-Shepherd-Ln-54313/home/90154592,RANW,50207375,N,Y,44.5405596,-88.1030118
MLS Listing,,Single Family Residential,2465 Parkwood Dr,Green Bay,WI,54304,209900,3,2.1,Brown,2729,11630,1977,35,77,,Active,,,http://www.redfin.com/WI/Green-Bay/2465-Parkwood-Dr-54304/home/57785684,RANW,50207361,N,Y,44.508382,-88.0916599
MLS Listing,,Single Family Residential,3932 E Ontonagon Ln,Green Bay,WI,54301,259900,3,3.1,Brown,2924,8276,2000,35,89,,Active,,,http://www.redfin.com/WI/Green-Bay/3932-Ontonagon-Ln-E-54301/home/90155689,RANW,50207354,N,Y,44.449672,-88.024543
MLS Listing,,Single Family Residential,2500 Lopez Ln,Green Bay,WI,54311,269900,4,2.1,Brown,2919,13503,2002,35,92,,Active,,,http://www.redfin.com/WI/Green-Bay/2500-Lopez-Ln-54311/home/57785884,RANW,50207358,N,Y,44.455495,-87.97491
MLS Listing,,Single Family Residential,1450 Servais St,Green Bay,WI,54304,200000,3,2.3,Brown,2818,11010,1963,35,71,,Active,,,http://www.redfin.com/WI/Green-Bay/1450-Servais-St-54304/home/90180741,RANW,50207306,N,Y,44.5106796,-88.0662745
MLS Listing,,Single Family Residential,2965 Sonoran Trl,Green Bay,WI,54313,239900,3,2.1,Brown,2232,10398,1988,35,107,,Active,,,http://www.redfin.com/WI/Green-Bay/2965-Sonoran-Trl-54313/home/90154686,RANW,50207185,N,Y,44.5132292,-88.1177173
MLS Listing,,Single Family Residential,2373 Josten Park Dr,Green Bay,WI,54311,224900,4,2.1,Brown,2978,13068,1980,35,76,,Active,,,http://www.redfin.com/WI/Green-Bay/2373-Josten-Park-Dr-54311/home/90184644,RANW,50207355,N,Y,44.457807,-87.971023
MLS Listing,,Single Family Residential,2739 Oakwood Dr,Green Bay,WI,54304,209900,4,3,Brown,2571,43560,1960,35,82,,Active,,,http://www.redfin.com/WI/Green-Bay/2739-Oakwood-Dr-54304/home/90153429,RANW,50207344,N,Y,44.5125822,-88.1063691
MLS Listing,,Single Family Residential,1314 Coral Reef Ln,Howard,WI,54313,322900,3,2.1,Kozy Korners,1740,13068,2019,35,186,,Active,,,http://www.redfin.com/WI/Green-Bay/1314-Coral-Reef-LN-54313/home/160608535,RANW,50207317,N,Y,44.57685621,-88.12769783
MLS Listing,,Single Family Residential,1491 Rockdale St,Green Bay,WI,54304,154900,3,1,Brown,1738,9583,1956,35,89,,Active,,,http://www.redfin.com/WI/Green-Bay/1491-Rockdale-St-54304/home/90180166,RANW,50207312,N,Y,44.5124666,-88.0674964
